role,role_label,job_family,postings,companies,median_salary,salary_companies,pct_senior_or_above,pct_flexible_when_stated,pct_stated_worksite,top_skills,example_title,example_company,description,summary
it cybersecurity specialist,IT Cybersecurity Specialist,security,12,8,,0,0.0,100.0,16.7,"Cybersecurity, Incident Response, CSS",IT CYBERSECURITY SPECIALIST (INFOSEC),USAJOBS,"Duties
If selected at the GS-12 level, duties will be performed in a developmental capacity.
Perform cybersecurity assessments for contractor compliance.
Evaluate contractors information security plan to determine alignment with regulations.
Report on assessment findings promote awareness of information security issues among the Defense Industrial Base.
Requirements
Conditions of Employment
Must be a U.S. citizen
Security Requirements: Noncritical Sensitive/Secret
Appointment is subject to the completion of a favorable suitability or fitness determination, where reciprocity cannot be applied; unfavorably adjudicated background checks will be grounds for removal.
Selective Service Requirement: Males born after 12-31-59 must be registered or exempt from Selective Service.
Qualifications
To qualify for a IT CYBERSECURITY SPECIALIST (INFOSEC) your resume and supporting documentation must support:
Specialized Experience: One year of specialized experience that equipped you with the particular competencies to successfully perform the duties of the position and is directly in or related to this position. To qualify at the GS-13, level, applicants must possess one year of specialized exper","IT Cybersecurity Specialist postings typically ask you to: Ensure confidentiality, integrity, and availability of systems, networks, and information. Support risk and vulnerability assessments of planned and operational information systems to identify vulnerabilities, risks, and protection needs. Support the development of system security contingency plans and disaster recovery procedures. Maintain current knowledge of the Cybersecurity industry including awareness of emerging threats, security technologies and protocols."
network systems engineer,Network Systems Engineer,devops,12,11,50000.0,1,66.7,66.7,25.0,"Linux, Windows, VMware, Penetration Testing, Bash, Python",Senior Network Systems Engineer,Energy Jobline,"Senior Network Systems Engineer required to join leading off-highway vehicle manufacturer.
Reporting to the Lead Systems Engineer, the successful candidate will join a highly focussed and passionate team leading the delivery of electrical / electronic engineering across the business.
The role is within the Group Electrics & Controls Excavator team which has responsibility to ensure that all new Product programmes meet the required technical deliverables against required timing. The role requires technical knowledge, hands-on experience, project delivery process understanding, and the ability to work with diverse teams to ensure delivery in line with product excellence.
Located at the manufacturing site, the successful candidate will be able to touch and feel the product to ensure the design level requirements are appropriately translated into machine operation and function.
The role will be responsible for delivering the design, development and deployment of new electrical & electronic systems into the Excavator product range.
Working as part of the systems engineering team, you will support the definition, interpretation and development of the customer and system level network req",Network Systems Engineer postings typically ask you to: Work in a motivated and growing team. Work with Manager to consolidate efforts and get results. Build relationships with customers. Identify potential for improvement in customer environments.
frontend department supervisor,Frontend Department Supervisor,engineering,12,2,45110.0,2,0.0,,0.0,,Front End Department Supervisor,"Lowe's Companies, Inc.","What You Will Do
All Lowe’s associates deliver quality customer service while maintaining a store that is clean, safe, and stocked with the products our customers need. As an Front End Department Supervisor, this means:
Removing barriers, addressing inefficiencies, and enabling staff to delighting our customers.
Collaborating with front-end and back-end operations associates to ensure items are adequately stocked.
Monitoring use of store power equipment and coaching employees on safe behaviors and lifting techniques.
The Front End Department Supervisor is primarily responsible for leading and enabling a team of associates to deliver the best possible customer experience in the store. This includes coaching and training associates, delegating, following-up on daily tasks, managing performance, and ensuring adequate department coverage. The Front End Department Supervisor impacts Lowe’s mission daily by planning, scheduling, monitoring, and successfully implementing all non-selling operations in the front end of the store, facilitating the store’s ability to provide a superior customer shopping experience and maximize sales and profitability.
To be successful, the Front End Departmen",Postings for Frontend Department Supervisor do not phrase their day-to-day duties consistently enough to summarise automatically.
network and systems administrator,Network And Systems Administrator,network_infra,12,10,116225.0,2,25.0,85.7,58.3,"Firewalls, Windows, Active Directory, Cybersecurity, VMware, Azure",Network and Systems Administrator,Connexa IT Recruitment,"Job Title: Network and Systems Administrator
Salary: 35,000 - 45,000
ABOUT THE ROLE
A compelling opportunity has emerged as a result of sustained growth. This dynamic position entails a focus on networks and systems within the IT department, contributing significantly to the implementation of diverse IT projects and ongoing IT change/improvement initiatives. Your primary responsibilities include leveraging your extensive networking expertise to contribute to the key architecture planning and implementation of these projects. In addition to project-related tasks, you will actively participate in day-to-day IT activities as part of the IT team.
In addition to internal projects, the role involves occasional external network and systems support, collaborating with customers as part of the team to offer consultancy on the deployment of products and services. Given the network-centric nature of products, this presents an exciting opportunity to engage with stimulating challenges. There will also be occasional involvement in third-line support of products at a networking and systems integration level.
The ability to independently learn and develop, coupled with effective communication ski","Network And Systems Administrator postings typically ask you to: Monitor and maintain the health, performance, and security of Azure VMs and associated resources. Configure and optimize Azure VM instances to meet the organisation's requirements. Collaborate with cross-functional teams to implement and troubleshoot network and system configurations. Oversee the installation, configuration, and maintenance of our system infrastructure, including Syteline 10, Syteline, Infor, Microsoft Access, and Microsoft 365."
peoplesoft developer,Peoplesoft Developer,engineering,12,9,,0,8.3,28.6,58.3,"SQL, Oracle, XML, Unit Testing, .NET, DevOps",PeopleSoft Developer,TV2 Consulting,"Strong experience with PeopleSoft tools (Peopletools), People Code, Application Engine, SQR, Integration Broker, Component Interface, Workflow, and Portal
Expertise in designing, developing, testing, supporting, and maintaining Peoplesoft CRM and Financial modules
Requirements
Strong experience with PeopleSoft tools (Peopletools), People Code, Application Engine, SQR, Integration Broker, Component Interface, Workflow, and Portal
Expertise in designing, developing, testing, supporting, and maintaining Peoplesoft CRM and Financial modules
Benefits
Work hours are Monday - Friday, normal 37.5 hours weeks working onsite up to 5 days a week
Location: Onsite in Ottawa
Type of job: Temporary Contractor
Hourly contract rate: TBD depending on experience
Date candidate required: Immediate
Length of Contract: 12 months with the possibility of extension
Show more
Show less",Peoplesoft Developer postings typically ask you to: Provide knowledge and recommendations on PeopleSoft technical issues. Prepare production migration requests with all supporting information for move to production environment. Create tables and help test import process for new employees.
founding engineer,Founding Engineer,engineering,12,12,150000.0,1,0.0,75.0,33.3,"React, TypeScript, Node.js, Python, Next.js, AWS",Founding Engineer - Full Stack - B2B SaaS Startup,Skyrocket Ventures,"Founding Engineer - Full Stack - B2B SaaS Startup
San Francisco, CA (in office 5 days/week)
The company's product involves B2B, SaaS, and sales tech.
The company was founded about 6 months ago, and already has paying customers. The company has 3 employees, and you would be the first engineer hired (other than the Cofounder/CTO). The company has raised about $3 million in pre-seed funding from prominent angels including founders and executives of top tech companies.
The company will pay up to $200k in salary and up to 2% in equity.
Job Responsibilities:
- Time spent will be roughly 65% front end and 35% backend.
- Working in the office 5-6 days/week. You should expect to be working 50-60 hours/week.
- The tech stack is React, Redux, TypeScript, and Node.js.
- Working closely with the founders and customers to ship features that provide value for users.
- Have input into defining the product roadmap, technical architecture, and engineering culture.
- Engaging with customers and running user interviews to deeply understand the pain points of the customers.
- Building scalable integrations with CRM systems to sync data.
- Developing a document automation engine that lets users create p","Founding Engineer postings typically ask you to: Build and enhance our LLM application, establishing a robust framework for observability, evaluation, and monitoring to ensure optimal production standards. Design, develop, test and maintain high-quality software solutions that meet business requirements, are scalable, and easy to maintain. Build and maintain technical documentation for the codebase, ensuring clarity and completeness. Provide mentorship and guidance to other engineers as we grow our engineering team."
field systems administrator,Field Systems Administrator,network_infra,12,1,69680.0,1,0.0,0.0,100.0,Cybersecurity,Field System Administrator - Print - Navy SMIT - Patuxent River,CDW,"Service Management, Integration, and Transport (SMIT) is one the largest IT services programs for the Navy and U.S. Marine Corps (USMC), supporting approximately 400,000 seats around the world. The SMIT contractor provides enterprise services to the Marine Corps Enterprise Network (MCEN), Navy-Marine Corps Internet (NMCI), and OCONUS Navy Enterprise Network (ONE-Net) including transport, datacenter, network operations, service desk, cybersecurity, and managed services. CDW-G supports the SMIT contractor in several of these service areas.
Bring your IT career and talents to CDW-G where you can have a greater impact, be inspired by our mission and excited about your job and future. We are an innovative Fortune 200 leader driving meaningful technological change for customers in virtually every industry.
CDW currently seeks a Field System Administrator – Print to join our NGEN SMIT team. You will work within a fast-paced environment, supporting the overall solution Regionally to ensure our client's services are optimized and reliable.
Responsibilities:
Provide general support activities for Print devices (primarily) and Video Teleconferencing (VTC) equipment in an enterprise environmen",Postings for Field Systems Administrator do not phrase their day-to-day duties consistently enough to summarise automatically.
vmware systems administrator,Vmware Systems Administrator,network_infra,12,7,,0,33.3,0.0,8.3,"VMware, Cybersecurity, SQL, Oracle",VMWare Systems Administrator Senior,General Dynamics Information Technology,"Job Description:
Type of Requisition:
Regular
Clearance Level Must Currently Possess:
Secret
Clearance Level Must Be Able To Obtain:
Secret
Suitability:
Public Trust/Other Required:
NACLC (T3)
Job Family:
Systems Administration
Skills:
Job Qualifications:
Computer Servers, Computing, Virtualization, VMware, VMware vSphere
Certifications:
IAT-II - various
Experience:
3 + years of related experience
US Citizenship Required:
Yes
Job Description:
Transform technology into opportunity as a VMWare Systems Administrator Senior with GDIT. A career in enterprise IT means connecting and enhancing the systems that matter most. At GDIT you’ll be at the forefront of innovation and play a meaningful part in improving how agencies operate.
At GDIT, people are our differentiator. As a VMWare Systems Administrator Senior you will help ensure today is safe and tomorrow is smarter. Our work depends on Systems Administrator Senior joining our team to support NETCOM's Global Enterprise Fabric (GEF) worldwide platform.
How a Systems Administrator Senior Will Make An Impact
Administer enterprise VMware-based virtualization infrastructures covering vCenter ESXi environments version 6.0 and later.
Install,","Vmware Systems Administrator postings typically ask you to: Install, configure, and integrate servers associated with a VMware virtual infrastructure. Install, support and maintain servers by tuning system performance, system wide software configuration and allocation of mass storage space. Conduct systems analysis and development to keep systems as current as possible with changing technology. Perform system checks (processes, services, network, storage) to ascertain overall system health."
web application developer,Web Application Developer,engineering,12,12,135815.0,4,58.3,100.0,16.7,".NET, SQL, JavaScript, Angular, Java, Jira",Senior Web Application Developer,Zortech Solutions,"Job Description
""""""Senior Web Application Developer:
At least 10 years of experience developing custom applications
Skilled With Web Application Development
Both client side and server side programming/debugging/optimization
Must have excellent understanding of the HTTP protocol, client-server interactions, request/response headers
Frameworks required: .NET Framework, ASP.NET Core, Angular/JS,
Languages: C#
Ability to interpret and work with complex structures and references in JSON files
Excellent T-SQL programming skills in an Microsoft SQL/ Azure SQL environment
Designing database structures tables, indexes, foreign keys
Writing complex stored procedures and SQL functions
Creating complex views and reports
Experienced with code sourcing and versioning Github (Azure Github repos), Visual Team Studio
Experience with Azure deployment pipelines and automated deployment workflows in general""""
Required Skills Which Are Very Important
POWER BI
POWER apps
Facilitation experience.
Show more
Show less","Web Application Developer postings typically ask you to: Oversee and contribute to cross-platform development projects like .NET Core, Node. Provide technical leadership and mentorship to a team of web developers. Collaborate with stakeholders to define project requirements and deliverables. Drive innovation and stay ahead of industry trends in web technologies."
it service desk manager,IT Service Desk Manager,it_support,12,12,59537.0,1,100.0,75.0,33.3,"Jira, Excel, ServiceNow, Cybersecurity, Active Directory, Windows",IT Service Desk Manager – Managed Services,NextGen HR - WE ARE HIRING!,"IT Service Desk Manager – Managed Services
What is on offer?
Career development in a leading MSP
Competitive training/certification and professional development
Full employee welcome kit and birthday gift voucher
Quarterly team building activities / company events
Energetic and positive work culture – where people enjoy their job, have a laugh, and work together
Our client is a recognised dependable Managed IT provider with over 12,000 users globally. Their goal is to utilise IT to empower businesses in achieving success in ways that can make the world a better place for all. They help their clients realise their own organisations’ visions, which can come alive faster and better when the business’ IT is well-maintained and secure. They continuously strive for excellence whilst upholding their core values:
Customer First, Consistency, Teamwork.
As a rapidly growing IT service provider, we are looking for a strong
IT Service Desk Manager
to join our client’s incredible team of dedicated professionals based in
Brisbane
. The office is currently located in Springfield but they are in the process of moving to Salisbury.
The Role
The
IT Service Desk Manager
will be responsible for leadin","IT Service Desk Manager postings typically ask you to: Collaborate with the Service Provider in developing “Get-to-Green” mitigation plans and timelines when SLAs are not being met. Work directly with the Service Management Office in the development, integration, direction, and improvements of ITSM for the Service Desk. Identify new areas of opportunity, such as Shift Left and Self-Help Solutions with potential benefits beyond the current organizational thinking. Provide tactical leadership for all Regional Service Desks."
hr business analyst,Hr Business Analyst,product,12,9,148550.0,3,33.3,40.0,41.7,"Workday, Oracle, Excel, System Design, Jira, Confluence",HR Business Analyst - Oracle HCM,Southern Company,"HR Business Analyst, Oracle HCM
Job Description
The HR Business Analyst will serve as an analyst within the Oracle HCM solutions team. This position will be responsible for the support and growth of solutions within the Oracle HCM suite of solutions including Core HCM, Goals and Performance, Succession, Talent Profile and Oracle Recruiting. The role will be focused on maximizing the value of HR technology solutions by maintaining a quality environment, managing complex business processes, and partnering with external vendors and Information Technology to enhance/deploy new capabilities. The analyst will partner with HR COEs(Centers of Excellence) in applying industry best practices to product configurations, consult within their teams and the broader HR on system capabilities and how to best leverage existing functionality, as well as translate HR business requirements into technology solutions. Additional responsibilities include second tier support for end users, change management for business processes and researching industry trends.
Individual will need to be able to function in a fast-paced changing environment, manage changing priorities, be responsive, dependable, and disce","Hr Business Analyst postings typically ask you to: Coordinate with functional leads and the System Integrator to ensure design and implementation solutions meet business needs. Support the design of user acceptance test planning, execute test cases, and maintain accurate data to document results. Develop recommendations on procedural changes resulting from business process policy review and draft policies and procedures. Provide data conversion support, including pre and post validation of data files, and balancing and reconciliation of payroll."
edge systems engineer,Edge Systems Engineer,devops,12,3,,0,100.0,100.0,8.3,,Sr. Edge Systems Engineer,Oshkosh Corporation,"At Oshkosh, we build, serve and protect people and communities around the world by designing and manufacturing some of the toughest specialty trucks and access equipment. We employ over 15,000 team members all united by a common purpose. Our engineering and product innovation help keep soldiers and firefighters safe, is critical in building and keeping communities clean and helps people do their jobs every day.
THE ROLE
The Sr. Edge Data Center Engineer is a mid-level technical role in the Digital Technology organization that designs, implements, and supports edge (remote) data centers and systems in the enterprise. This role works as part of the DT Platform Services Facilities team that manages and supports 150+ edge facilities across all business segments. This role collaborates with other infrastructure teams (server, storage, field services) as well as facilities (physical plant) extensively. It is expected that this role will operate independently, solve complex problems, and fulfill requests with minimal supervision.
YOUR IMPACT
Provide day-to-day support for production sites and systems.
Create and maintain site drawings and documentation.
Perform assessments of power, space","Edge Systems Engineer postings typically ask you to: Create and maintain site drawings and documentation. Perform assessments of power, space, and air handling requirements. Provide proactive recommendations on areas of improvement. Configure and manage facility monitoring solutions."
business solutions architect,Business Solutions Architect,engineering,12,4,136500.0,3,16.7,100.0,16.7,"Oracle, HTML",Business Solutions Architect - Identity and Access Management,Jobs for Humanity,"Company Description
Jobs for Humanity is partnering with EDWARD JONES to build an inclusive and just employment ecosystem. Therefore, we prioritize individuals coming from the following communities: Refugee, Neurodivergent, Single Parent, Blind or Low Vision, Deaf or Hard of Hearing, Black, Hispanic, Asian, Military Veterans, the Elderly, the LGBTQ, and Justice Impacted individuals. This position is open to candidates who reside in and have the legal right to work in the country where the job is located.
Company Name: EDWARD JONES
Job Description
Job Opportunity at Edward Jones: Solution Architect - Identity and Access Management Program About Us: At Edward Jones, we are dedicated to helping our clients achieve their long-term financial goals. We understand their needs and provide tailored solutions to ensure a personal client experience. With over 15,000 branch offices located where our 7 million clients live and work, we strive to deliver an ideal client experience. Our headquarters in St. Louis, Tempe, and Mississauga provide support and expertise to our branch teams, and we continue to grow to meet the needs of individual investors. Job Overview: As a Solution Architect, you wi","Business Solutions Architect postings typically ask you to: Build strong partnerships and relationships with stakeholders in Product Management, UX, PMO, Enterprise Architecture, Infrastructure, and Security. Maintain continued support of the current financial system including upgrades or reimplementation of the platform. Collaborate with support, systems, and business leads to promote technical and functional upgrades and best practices."
sql dba,SQL DBA,database,12,6,,0,25.0,80.0,41.7,"SQL, SSIS, Azure, ETL, Power BI, Big Data",SQL DBA,"ComForCare Home Care (Raleigh, NC)","Join a Team -
We is a friendly place where communication and innovation are encouraged and where people have fun doing rewarding work. Team members have come to expect inspiring challenges, careers full of opportunity, rewards for great work, and leaders who genuinely care about their personal growth and success. This may be why so many of our employees want to stay with right through their retirement and why we are consistently named one of the “Top Work Place” by Orange County Register and Business Journal.
We seek a proactive and detail-oriented Mid/Junior SQL Database Administrator (DBA) to maintain, enhance, and ensure our SQL Server databases’ performance, security, and integrity. The ideal candidate should be eager to expand their skills in a dynamic environment and work collaboratively with our IT team.
Typical duties may include:
Manage, monitor, and maintain SQL Server databases to ensure optimal performance, availability, and security.
Implement regular backup and recovery procedures and test disaster recovery scenarios.
Collaborate with technical and business teams to optimize database structures, reports, queries, and procedures.
Monitor system health, diagnose and res","SQL DBA postings typically ask you to: Implement regular backup and recovery procedures and test disaster recovery scenarios. Collaborate with technical and business teams to optimize database structures, reports, queries, and procedures. Monitor system health, diagnose and resolve database performance issues. Ensure data integrity, and implement and maintain database security policies and procedures."
software engineer c#,Software Engineer C#,engineering,12,5,,0,100.0,100.0,33.3,".NET, AWS, SQL, DevOps, HTML, PowerShell",Senior Software Engineer C#,Langham Recruitment,"Responsibilities
Senior C# Software Engineer - Runcorn - £40k-£50k
Are you interested in robotics and the future of automation? An exciting opportunity awaits an experienced C# Software Engineer who has already or wants to enter the world of robotics. This opportunity is with our client, a pioneering robotics company at the forefront of delivering solutions for advanced manufacturing sectors globally.As a C# Software Engineer, you’ll work in a multidisciplined team and develop software that allow industry-leading products to operate autonomously. Training is provided to familiarise the engineer with the product and the automation solutions you would be coding for.
Responsibilities:
Develop C# Software that is used in robotic applications
Develop functional, software, and test specifications
Implement, test, and troubleshoot functionality
Communicate regularly with the development team members using project tools
Provide support to end users through ongoing customer support
Requirements:
Proficiency in C#.NET
A degree in Science, Technology, Engineering or Mathematics
Experience in mentoring and developing junior engineers
Good communication and client facing skills
Why Join?
Annual","Software Engineer C# postings typically ask you to: Work as part of a team within our R&D group to propose, implement and review new designs and code for user interfaces and backend software components. Write clean, efficient, and effective code. Work with a dynamic software team, sculpting and documenting software architecture from conceptualisation through physical implementation."
azure data architect,Azure Data Architect,data,12,12,,0,8.3,40.0,41.7,"Azure, Databricks, SQL, DevOps, Data Warehousing, Spark",Azure Data Architect,VeeAR Projects Inc.,"Job Description:
Data Architect/Technical Consultant Data & Analytics who can work with customers and teams (local/remote), lead technical or business discussions, provide technical guidance to clients and team members delivering initiatives. Must have been in an Architect/Consultant/Engineer role, led the design/implementation of several complex data-oriented solutions on Azure Data Platform with multiple integrations and reporting needs. Experience in On Prem and other Cloud Data technologies will be helpful. This role is a combination of solutioning, consulting, hands-on experience. Envision, design, and implement the technical solution working with customer and internal technical team. Lead multiple Data, analytics projects providing design/implementation guidance to teams. 15 years of IT experience, 10 years of experience in architecture and design of highly scalable, performance, resilient data and analytical solutions.
Modern Data Platform:
Must have worked on several (5+) projects building solutions for Data Pipelines, Data warehousing, Data Modelling on Azure Data Platform (AWS, GCP - good to have)
Expertise in design and development of Data pipelines and ETL using ADF, Da","Azure Data Architect postings typically ask you to: Lead multiple Data, analytics projects providing design/implementation guidance to teams. Create and maintaintechnical documentation, testing procedures, and final solutions. Design and build data pipelines, reports, data services APIs, and relevant services. Collaborate with cross-functional teams to understand data requirements, source systems, and data dependencies."
data warehouse analyst,Data Warehouse Analyst,data,12,11,84750.0,4,25.0,83.3,50.0,"SQL, Tableau, Power BI, Data Analysis, Informatica, Snowflake",Data Warehouse Analyst II,Hyatt Hotels Corporation,"Description
Job Description
The Data Warehouse Analyst II (“DW Analyst”) plays a critical role in developing and maintaining a data warehouse for Genting Americas to deliver strategic business decisions across all levels of the organization.
DW Analyst will report to Director Planning and Analysis, and oversee the evolution of the current data warehouse, which is a comprehensive data repository for all relevant KPIs to include financial and statistical data. The individual must be proficient in database engineering and have expertise in
interacting with a data warehouse using SQL language. DW Analyst will bring the necessary skills to the team with respect to structuring the warehouse using best data science practices that result in an efficient and scalable structure. In working with an application specialist, he/she will be responsible for the design and validation of all data warehouse feeds governed by automated or manual procedures. The ideal
candidate will create a work environment that supports our core values, and promotes integrity, teamwork, performance, recognition, mutual respect, and employee satisfaction.
Essential Duties
Develops processes for the extraction, transfo","Data Warehouse Analyst postings typically ask you to: Design, planning, management, maintenance and support of GCP (Google Cloud)."
cyberware engineer,Cyberware Engineer,security,12,1,,0,0.0,,0.0,"C++, Cybersecurity",Cyberware Engineers | Cyber Threat Hunters,Praxis Engineering,"Cyberwarfare Engineers | Cyber Threat Hunters
(We’re always looking for great Reverse Engineers and Embedded Engineers! And if all the CNO engineer positions are starting to look the same, and you may just want someone to review your resume. Go ahead and upload your resume. If you are a fit for a current opening, we will reach out! If you are a fit for a future role, rest assured we will reach out once that role becomes available. Feel free to check back with our Careers site too!!)
Are you ready to revolutionize the digital battlefield? We are seeking exceptional individuals to join our elite team as Cyber Warfare Engineers, where you will spearhead the development of mind-bending tools and capabilities that redefine the limits of cybersecurity.
As a Cyber Warfare Engineer, you will harness the power of cutting-edge technology to create disruptive solutions that tilt the scales in our favor. Your mission? To outsmart and outmaneuver adversaries in the ever-evolving cyber landscape.
In this role, you will navigate the complexities of offensive cybersecurity operations, pushing boundaries and exploring uncharted territories. You will collaborate with top-tier experts, ranging from c",Postings for Cyberware Engineer do not phrase their day-to-day duties consistently enough to summarise automatically.
process automation network cybersecurity engineer,Process Automation Network Cybersecurity Engineer,security,12,1,,0,100.0,,0.0,"Cybersecurity, Segment",(Global Oil Gas) Senior Process Automation Network Cybersecurity Engineer,MatchaTalent,"This role required candidate to permanently relocate at Dhahran, Saudi Arabia.
About the Company
This company engages in the exploration, production, transportation, and sale of crude oil and natural gas. It operates through the following segments: Upstream, Downstream, and Corporate. The Upstream segment includes crude oil, natural gas and natural gas liquids exploration, field development, and production. The Downstream segment focuses on refining, logistics, power generation, and the marketing of crude oil, petroleum and petrochemical products, and related services to international and domestic customers. The Corporate segment offers supporting services including human resources, finance, and information technology. The company was founded on May 29, 1933 and is headquartered in Dhahran, Saudi Arabia.
Job Summary
We are seeking a Process Automation Network Cybersecurity Engineer to join Ju'aymah NGL Fractionation Department within our Automation and Control Engineering Team. Automation and Control Engineering Team is a multi-disciplinary organization with interface to technical, business administration, and support requirements for our plant OT network. Your primary role will be","Process Automation Network Cybersecurity Engineer postings typically ask you to: Conduct various cybersecurity compliance assessments, risk assessments, business impact analyses, and other cybersecurity reviews. Analyze technical controls to ensure that specific security and compliance requirements are met by verifying documented processes, procedures, and s."
software quality assurance analyst,Software Quality Assurance Analyst,qa,12,6,,0,83.3,28.6,58.3,"JavaScript, SQL, Oracle, AWS, GitLab, Scala",Senior Software QA Analyst,Syrinx Consulting,"U.S. Citizens and those authorized to work in the U.S. are encouraged to apply. We are unable to sponsor at this time.
This role is on-site in Portland, ME
Job Summary
We are seeking a Senior Software Quality Assurance Analyst to join our high-growth organization in Portland, ME.
What You’ll Be Doing
Daily execution of project tests and the tracking of result
Contribute to the development, including writing of automated test scripts, of all new test cases as well as maintenance of existing ones
high level responsibility for software quality across the entire organization including device testing.
What We Need To See
7+ years minimum work experience
QA background; test infrastructure and analysis skills required
Good HW, SW & Operating System fundamentals surrounding the building blocks of PC's, Devices, & Embedded systems
Excellent communicator, both written and verbal
Strong Analytical skills with a mindset that questions assumptions; with a willingness to continuously help improve processes and procedures
Ability to work independently with a willingness to share knowledge with peers to improve the quality of the team on the whole
Ways To Stand Out From The Crowd
Familiarity worki","Software Quality Assurance Analyst postings typically ask you to: Develop virtual user Scripts for Critical Business Transactions in LoadRunner, K6 as well as Gatling using JavaScript and Scala. Create Yaml scripts to trigger pipeline jobs in GitLab, AWS runners and monitor Performance metrics in Cloud watch. Analyze any potential bottlenecks identified during load testing using New Relic and trace transactions with degraded performance. Work with application development Scrum teams with identified performance bottlenecks and explain the captured Metrics for optimization."
software engineer technical,Software Engineer Technical,engineering,12,6,120000.0,3,100.0,100.0,25.0,"Spring, React, Angular, Java, CI/CD, HTML",Software Engineer Technical Lead,KBX,"Your Job
KBX Technology Solutions, LLC, a provider of transportation technology to industry leaders, is seeking a contribution motivated Software Engineer Tech Lead to join our dynamic integrations team. In this role you will lead the development of functional requirements for our integration solutions by managing the process through analysis, solution design and the documentation phases. You will be an important contributor in helping our development team to timely deliver integration strategic initiatives and goals in our cloud-native environment.
This role is not eligible for sponsorship
Our Team
In this role you will be a part of our Platform Integration team. This team is responsible for designing and developing integration frameworks and tools that enable other developers and teams to do integrations across our SaaS products and services.
What You Will Do
Lead the development of functional requirements for our integration solutions by managing the process through analysis, solution design, and the documentation phases.
Collaborate within, and across teams to create optimized solutions or enhancements to our integration solutions.
Facilitate meetings with key stakeholders to d","Software Engineer Technical postings typically ask you to: Collaborate within, and across teams to create optimized solutions or enhancements to our integration solutions. Work with Product Manager to help drive key initiatives, goals and help shape the development road map of our integration solutions. Conduct review sessions and gain approvals for requirements while managing changes through the project management and development applications. Ensure delivery of technical solutions meet the business outcomes and are developed consistent with software development standards and organizational best practices."
cloud solutions architect,Cloud Solutions Architect,engineering,12,12,220000.0,1,8.3,80.0,41.7,"Azure, AWS, Cybersecurity, Active Directory, GCP, Excel",Cloud Solutions Architect (Level 3),"DevSelect, LLC","Title: Cloud Solutions Architect (Level 3)
Location: Seattle, WA
Openings: 1
Type: Long-term Contract
Seeking a Cloud Solutions Architect to manage company's cloud architecture, implementation and position in cloud environments. Strategic and hands-on role in migrating to and maintaining all cloud systems including the front-end platforms, servers, storage, and management networks.
The ideal candidate will have a solid understanding of cloud computing and technology systems, as well
positive attitude and excellent communication skills to effectively share knowledge.
Responsibilities
Create a well-informed cloud strategy and manage the adaption process
Regularly evaluate cloud applications, hardware, and software
Develop and organize cloud systems
Work closely with IT security to monitor the company's cloud privacy
In-Depth Knowledge in Cloud Governance, security operations, and implementations
Respond to technical issues in a professional and timely manner
Identify the top cloud architecture solutions to successfully meet the strategic needs of the company
Working experience with architecting migration and implementation roadmaps after analyzing existing service catalogs.
Offer gui","Cloud Solutions Architect postings typically ask you to: Work with application, network, and security teams to ensure requirements are reflected appropriately in the Azure design. Design and execute Azure deployments based on customer requirements and best practices."
service desk engineer,Service Desk Engineer,it_support,12,10,60000.0,3,0.0,44.4,75.0,"Windows, Active Directory, Azure, VMware, Cybersecurity, Excel",Service Desk Engineer (Manchester),bet365,"As a Service Desk Engineer you will take end to end ownership for incidents and ensure our employees have sufficient equipment and resources to perform their roles.
We are a technical Service Desk and our goal is to ensure that our employees have sufficient equipment and resources to perform their roles. You will take end to end ownership for incidents and escalate them where necessary to see them through to resolution. If you can fix it, great, if not, no need to worry, you will have all the support you need.
As we are a 24-hour business we have employees on site at all times and so we need our technical support to be on hand too. You will be covering a 24/7 shift pattern in this role.
The day to day work is interesting, challenging and fast paced amidst a hardworking and delivery focused company ethos. We hire people with a broad set of technical skills who are ready to tackle some of technology’s greatest challenges.
Preferred skills and experience
Strong interpersonal and customer service skills.
Excellent analytical/troubleshooting skills.
Concise written and verbal communication skills.
Self-managed with ability to work unsupervised.
Quick to learn.
Commercial experience work","Service Desk Engineer postings typically ask you to: Collaborate with other members of the team to identify solutions to customer support requests and escalate to more senior team members or external resources as needed. Provide first-tier support to end-users for Windows Wo. Provide first-tier support to end users for Windows Workstations, MAC OS, printers, mobile dev. Document procedures, policies, technical instructions, and other processes where needed."
consulting systems engineer,Consulting Systems Engineer,devops,12,4,110000.0,2,0.0,33.3,50.0,"VMware, Excel, AWS, Cybersecurity, Salesforce","Consulting Systems Engineer - Data Center,  Global Financial",World Wide Technology,"Qualifications:
8+ years of technical enterprise and 4+ years of Pre-Sales experience.
Bachelor's Degree or equivalent experience
Excellent communication skills and interpersonal skills.
Excellent presentation skills and technical sales skills.
Must have passion driving storage/server/virtualization solution strategies.
Strong personality with leadership skills working in a complex matrix organization.
Strong presence and credibility to be proven at client site and internally.
Knowledge of the technical aspects of storage, server, backup and virtualization hardware, software and architecture(s).
Dell/EMC, NetApp, HP TSG and/or VMware certifications highly desired.
Travel 25-50% depending on candidate's location in relation to the customer supporting
Want to learn more about Global Enterprise Sales? Check out the Solutions and Services we provide on the platform:
https://wwt.com
The well-being of WWT employees is essential. So, when it comes to our benefits package, WWT has one of the best. We offer the following benefits to all full-time employees:
Health and Wellbeing: Heath, Dental, and Vision Care, Onsite Health Centers, Employee Assistance Program, Wellness program
Financial Be",Postings for Consulting Systems Engineer do not phrase their day-to-day duties consistently enough to summarise automatically.
